job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percentage,skill_demand_growth_percentage,remote_feasibility_score,ai_adoption_level,education_requirement_level
239,Customer Support Rep,Energy,Japan,2021,42.96,45.61,19.81,97840,102403,4.66,4.6,64.8,35.0,3
240,Data Analyst,Education,Brazil,2025,7.99,6.87,22.53,60116,61322,2.01,16.5,57.1,11.5,3
241,Software Engineer,Transportation,Canada,2021,60.21,65.58,6.77,114940,105428,-8.28,5.9,51.3,48.5,1
242,Truck Driver,Finance,Germany,2025,36.60,43.13,85.00,110283,84224,-23.63,-5.1,68.6,54.5,5
243,Software Engineer,Technology,Australia,2021,5.00,5.03,80.64,85109,79611,-6.46,-3.0,24.8,33.0,2
244,Marketing Specialist,Manufacturing,India,2026,62.97,63.46,20.49,135340,131390,-2.92,-10.6,98.7,77.2,5
245,Customer Support Rep,Manufacturing,Germany,2022,26.90,22.22,46.39,139106,136596,-1.80,36.9,19.5,65.7,2
246,Marketing Specialist,Technology,Canada,2026,67.55,64.32,77.56,145737,147388,1.13,-9.4,35.8,79.3,2
247,Accountant,Retail,UK,2020,50.43,53.15,79.79,77516,78042,0.68,13.5,24.2,69.6,1
248,Accountant,Technology,Australia,2026,65.53,60.73,85.72,138737,134093,-3.35,1.0,26.6,89.4,2
249,Marketing Specialist,Education,USA,2021,55.80,48.04,44.03,103836,104087,0.24,19.1,97.0,41.8,3
250,Software Engineer,Healthcare,Singapore,2024,68.89,73.51,63.47,49915,48980,-1.87,14.9,24.6,1.3,1
251,Data Analyst,Energy,Japan,2026,39.18,39.61,71.94,136831,139491,1.94,1.5,26.9,85.8,3
252,Financial Analyst,Finance,Japan,2024,67.33,68.43,71.02,67722,76642,13.17,3.8,51.3,35.8,2
253,Marketing Specialist,Technology,Brazil,2022,44.59,50.45,33.52,50851,55126,8.41,10.5,19.1,24.0,4
254,Software Engineer,Technology,Japan,2026,9.94,9.33,45.04,119859,134448,12.17,20.2,41.7,84.1,4
255,Teacher,Finance,Japan,2025,42.99,51.23,63.41,45152,39828,-11.79,16.9,71.8,7.0,4
256,Data Analyst,Finance,Australia,2024,12.24,13.98,22.72,130445,141811,8.71,-8.5,72.5,51.3,2
257,Data Analyst,Healthcare,Canada,2024,21.37,18.92,3.32,66474,69890,5.14,6.8,88.4,76.6,5
258,Financial Analyst,Education,Singapore,2024,65.19,69.49,26.03,138863,148203,6.73,24.0,20.0,44.7,5
259,HR Manager,Energy,Brazil,2024,42.23,48.38,54.66,75648,71598,-5.35,4.1,76.6,91.8,4
260,Data Analyst,Finance,Brazil,2025,19.60,22.41,29.22,139292,149583,7.39,11.2,11.6,96.3,2
261,Teacher,Energy,Germany,2023,60.87,56.11,82.94,63783,66125,3.67,23.4,18.7,24.2,3
262,Truck Driver,Transportation,Singapore,2025,25.87,25.55,30.13,101803,91076,-10.54,-5.7,76.9,4.8,1
263,Mechanical Engineer,Transportation,Australia,2025,73.20,83.52,66.78,101187,100130,-1.04,3.3,81.5,3.5,3
264,Mechanical Engineer,Healthcare,Japan,2020,50.80,60.86,85.57,92573,83989,-9.27,7.4,18.5,91.0,1
265,Data Analyst,Finance,Singapore,2020,46.84,53.01,87.90,98613,71955,-27.03,11.8,38.5,43.5,3
266,Accountant,Technology,Brazil,2024,64.17,66.79,89.25,83206,96621,16.12,18.2,63.3,70.3,3
267,Data Analyst,Transportation,Australia,2026,16.62,16.70,10.42,76141,92671,21.71,3.2,95.6,60.1,4
268,Software Engineer,Retail,Canada,2022,52.05,52.18,63.41,38512,35652,-7.42,-8.2,52.5,4.6,1
269,Marketing Specialist,Manufacturing,UK,2025,19.80,18.03,97.15,69762,59951,-14.06,4.2,65.0,28.1,4
270,Customer Support Rep,Finance,Australia,2026,39.49,39.75,0.55,30920,29964,-3.09,-2.5,82.2,57.2,5
271,Mechanical Engineer,Finance,Canada,2024,45.89,42.10,93.18,77642,79297,2.13,-2.5,20.3,34.5,2
272,Teacher,Technology,Canada,2020,45.52,52.33,49.35,114271,106176,-7.08,-10.1,48.0,41.1,2
273,HR Manager,Retail,Australia,2022,73.53,79.83,60.79,67125,63882,-4.83,6.5,33.2,6.0,1
274,Accountant,Healthcare,Singapore,2020,52.27,56.17,11.45,76061,59694,-21.52,-2.2,20.9,41.9,2
275,Software Engineer,Finance,Brazil,2021,52.58,43.56,8.02,72573,73797,1.69,9.4,71.1,36.2,4
276,Teacher,Energy,Australia,2021,51.56,41.45,63.61,139594,152900,9.53,7.9,75.2,12.1,3
277,HR Manager,Education,India,2020,73.17,60.48,53.40,47056,46900,-0.33,2.9,36.6,48.6,2
278,Accountant,Technology,India,2022,50.40,41.21,12.30,97037,109319,12.66,-3.7,68.7,84.6,4
279,Teacher,Energy,Japan,2023,58.47,56.84,67.30,63046,69354,10.01,-1.7,50.2,79.8,3
280,Customer Support Rep,Finance,Australia,2023,82.57,94.38,91.66,81718,88202,7.93,-12.5,43.4,60.1,1
281,HR Manager,Energy,Brazil,2025,59.39,63.87,37.46,50023,44492,-11.06,2.9,90.1,34.6,3
282,Software Engineer,Manufacturing,Singapore,2024,10.81,8.76,64.58,106428,100445,-5.62,2.9,46.9,31.1,1
283,Software Engineer,Manufacturing,Canada,2021,47.40,49.40,36.46,56147,55999,-0.26,7.8,71.9,14.1,2
284,HR Manager,Retail,Australia,2020,43.99,35.68,50.55,145682,139325,-4.36,3.9,12.8,38.8,1
285,Truck Driver,Transportation,UK,2021,36.20,29.30,75.62,85023,89792,5.61,2.1,20.5,95.6,4
286,Financial Analyst,Manufacturing,Brazil,2024,31.98,36.95,60.29,129205,127818,-1.07,9.5,44.7,34.0,3
287,Data Analyst,Transportation,USA,2023,37.90,32.66,55.37,95005,101066,6.38,10.0,49.6,30.2,1
288,Truck Driver,Finance,Australia,2024,43.15,37.88,5.76,71094,57022,-19.79,12.5,62.2,13.9,4
289,Marketing Specialist,Transportation,Singapore,2022,41.08,43.16,48.89,78213,86824,11.01,24.6,65.9,20.1,1
290,Teacher,Technology,Australia,2021,37.66,30.72,47.55,95163,97578,2.54,9.7,58.0,87.0,5
291,Truck Driver,Education,India,2023,34.15,38.11,12.48,125305,133094,6.22,1.3,95.0,14.9,1
292,Customer Support Rep,Transportation,Singapore,2024,57.39,68.43,48.34,133626,109933,-17.73,17.6,35.7,20.3,1
293,Teacher,Retail,Australia,2021,63.33,60.45,51.13,89079,98486,10.56,7.2,98.3,40.8,3
294,Accountant,Finance,Brazil,2025,67.93,75.11,57.35,144726,141870,-1.97,3.5,86.9,43.9,1
295,Financial Analyst,Manufacturing,Australia,2022,69.29,80.18,6.25,136016,144089,5.94,-24.4,66.4,92.6,2
296,Customer Support Rep,Finance,UK,2022,26.34,26.09,68.77,116725,107703,-7.73,9.1,37.0,35.9,2
297,Accountant,Healthcare,India,2021,66.31,60.44,21.07,144894,158704,9.53,10.1,36.5,1.4,4
298,Truck Driver,Energy,Australia,2026,76.65,86.90,74.05,47142,50915,8.00,12.5,69.3,76.6,3
299,Accountant,Energy,India,2023,69.21,72.36,8.86,88515,87072,-1.63,-2.5,46.6,6.6,4
300,HR Manager,Retail,USA,2022,34.42,29.06,80.82,143723,116507,-18.94,7.1,16.9,50.1,5
301,Data Analyst,Retail,Japan,2023,55.62,60.22,5.02,38748,32519,-16.08,-2.6,30.9,28.1,1
302,Software Engineer,Education,Canada,2020,56.24,65.90,40.51,138733,135064,-2.65,-15.0,30.3,64.1,1
303,Marketing Specialist,Transportation,Japan,2024,78.53,81.78,35.78,107738,75206,-30.20,6.8,62.7,62.5,5
304,Software Engineer,Energy,Germany,2022,5.02,5.39,24.19,115674,121185,4.76,10.1,59.7,52.0,5
305,Truck Driver,Healthcare,USA,2023,35.00,38.86,27.14,89603,83379,-6.95,0.9,66.7,5.4,1
306,Mechanical Engineer,Finance,Brazil,2025,62.41,57.85,0.01,91336,88341,-3.28,6.6,85.5,0.4,2
307,Software Engineer,Manufacturing,Japan,2023,17.28,18.94,31.63,42227,36544,-13.46,-3.2,85.8,31.3,5
308,Financial Analyst,Healthcare,Australia,2022,65.23,75.45,43.38,139193,144628,3.90,4.0,18.0,68.7,3
309,Teacher,Transportation,Australia,2025,44.57,42.56,63.27,114463,125513,9.65,17.4,96.9,76.1,5
310,Software Engineer,Education,India,2022,66.55,71.95,29.81,42644,45270,6.16,17.0,14.3,36.0,1
311,Financial Analyst,Transportation,Canada,2022,76.98,76.99,43.27,84924,80249,-5.51,-7.2,43.3,5.2,5
312,Accountant,Education,India,2024,63.73,61.60,82.22,132042,140257,6.22,-6.4,52.5,88.0,2
313,Mechanical Engineer,Retail,Singapore,2021,25.10,26.89,60.78,65436,67899,3.76,-4.0,76.5,31.6,5
314,Data Analyst,Retail,Brazil,2023,45.14,43.24,71.32,53906,52134,-3.29,11.0,43.1,5.8,3
315,Accountant,Finance,Singapore,2024,17.81,17.92,26.76,130258,127280,-2.29,-4.9,54.4,40.4,3
316,Software Engineer,Education,Canada,2021,37.17,38.58,0.99,85691,85884,0.22,10.5,71.0,31.2,2
317,Mechanical Engineer,Energy,Germany,2021,64.18,71.19,52.13,147122,157021,6.73,10.9,20.8,26.6,2
318,Accountant,Finance,Canada,2026,11.23,10.30,77.31,92155,80736,-12.39,-9.7,10.1,30.0,1
319,Financial Analyst,Technology,Australia,2026,55.25,65.73,84.71,32831,33401,1.73,7.4,80.2,45.8,5
320,Accountant,Transportation,UK,2021,37.86,34.88,6.57,57388,56796,-1.03,-11.4,77.3,47.4,2
321,Marketing Specialist,Healthcare,Japan,2020,14.05,16.62,94.27,124223,124482,0.21,7.3,96.7,7.6,4
322,Mechanical Engineer,Manufacturing,Japan,2024,35.60,31.69,19.58,46896,52907,12.82,10.6,62.1,14.7,3
323,Truck Driver,Manufacturing,Brazil,2021,81.78,86.23,38.82,110896,101904,-8.11,-7.6,92.6,29.1,3
324,Truck Driver,Manufacturing,Australia,2025,57.90,66.93,70.77,37464,34336,-8.35,25.9,22.1,95.8,5
325,Truck Driver,Energy,Canada,2026,62.08,55.67,50.06,111554,109434,-1.90,1.4,82.6,46.0,4
326,Financial Analyst,Transportation,UK,2026,48.26,46.96,4.39,49890,42786,-14.24,2.3,14.5,84.4,2
327,Marketing Specialist,Healthcare,Canada,2020,78.68,87.91,85.38,59037,49602,-15.98,9.6,49.3,59.4,4
328,Mechanical Engineer,Finance,Brazil,2026,15.12,15.86,98.12,52813,55062,4.26,5.2,78.2,16.2,1
329,HR Manager,Finance,UK,2022,43.38,47.17,24.73,106874,96652,-9.56,9.7,60.9,77.2,4
330,Financial Analyst,Healthcare,Singapore,2020,44.92,36.16,0.90,72844,63735,-12.50,11.1,39.0,84.8,2
331,Truck Driver,Education,USA,2023,76.02,63.72,42.87,33500,40535,21.00,2.5,20.7,28.9,1
332,Teacher,Education,Germany,2023,37.85,44.20,99.33,35389,33091,-6.49,18.2,45.3,75.4,1
333,Mechanical Engineer,Manufacturing,USA,2022,74.29,87.69,57.71,72855,67867,-6.85,12.9,60.8,35.9,1
334,Mechanical Engineer,Healthcare,UK,2020,55.96,50.15,19.16,140189,140389,0.14,-4.5,29.9,3.9,3
335,Truck Driver,Healthcare,Japan,2023,27.52,23.95,86.68,63897,64574,1.06,10.8,49.3,58.0,5
336,Software Engineer,Finance,USA,2022,36.17,39.91,28.25,72366,70997,-1.89,14.2,80.2,47.6,2
337,Accountant,Transportation,India,2026,44.83,39.53,59.11,52336,56978,8.87,0.8,28.6,7.1,3
338,Customer Support Rep,Retail,India,2020,29.83,35.09,50.69,79129,82585,4.37,9.0,39.9,69.4,2
339,Teacher,Energy,India,2020,63.98,67.94,15.16,135106,111076,-17.79,8.2,48.3,3.8,4
340,Marketing Specialist,Technology,Brazil,2024,18.95,20.96,0.00,79988,74583,-6.76,5.3,97.6,22.6,2
341,Accountant,Retail,Singapore,2020,31.29,28.84,23.04,30177,32227,6.79,-6.5,76.8,84.8,5
342,Mechanical Engineer,Manufacturing,Singapore,2021,39.58,36.46,32.53,115515,110150,-4.64,9.6,43.4,90.2,1
343,Financial Analyst,Education,India,2024,66.47,79.36,75.42,77183,90605,17.39,14.8,17.1,54.5,5
344,Financial Analyst,Technology,Singapore,2026,59.65,51.71,78.06,100053,106561,6.50,-10.0,36.7,71.4,4
345,Software Engineer,Transportation,Australia,2022,53.13,44.68,51.39,91067,96592,6.07,3.2,84.5,69.7,1
346,Mechanical Engineer,Finance,Australia,2021,60.00,59.08,92.10,113351,120900,6.66,9.2,34.7,80.7,1
347,Marketing Specialist,Education,UK,2020,23.67,22.20,33.56,147423,153902,4.40,12.8,75.4,56.2,3
348,Financial Analyst,Education,UK,2026,76.30,76.18,38.05,49564,53012,6.96,13.5,44.6,2.5,4
349,Truck Driver,Healthcare,UK,2020,83.73,67.37,70.37,146431,124205,-15.18,1.4,73.4,81.7,4
350,Software Engineer,Retail,Germany,2020,38.25,45.40,5.17,90575,96905,6.99,9.2,26.1,80.0,2
351,Software Engineer,Education,Canada,2024,38.69,37.09,13.17,133835,127427,-4.79,-3.6,36.1,87.1,4
352,Financial Analyst,Energy,Canada,2020,57.09,63.86,25.05,104985,117708,12.12,7.6,91.6,1.2,2
353,HR Manager,Education,USA,2026,57.18,46.93,54.89,64516,57875,-10.29,-8.5,65.9,33.4,3
354,HR Manager,Finance,Australia,2023,61.29,58.95,6.84,124051,117405,-5.36,-12.1,71.7,33.3,4
355,Truck Driver,Transportation,Australia,2021,28.96,27.50,94.44,107008,118965,11.17,19.5,27.9,41.8,4
356,Truck Driver,Education,Brazil,2022,77.57,65.20,27.79,63158,65330,3.44,4.5,16.1,51.9,1
357,Teacher,Finance,Singapore,2024,22.56,26.80,11.33,78432,85414,8.90,15.4,48.1,34.7,2
358,Financial Analyst,Retail,Australia,2020,37.83,34.27,20.53,87965,79856,-9.22,-5.0,69.1,96.9,1
359,Mechanical Engineer,Retail,Canada,2023,52.25,43.41,7.56,144171,136289,-5.47,2.3,63.9,62.4,5
360,Teacher,Healthcare,Japan,2022,55.40,50.24,1.51,145802,157632,8.11,-6.5,73.6,61.0,4
361,Software Engineer,Education,Singapore,2022,21.90,19.90,59.77,133931,141317,5.51,8.4,28.2,58.8,1
362,Data Analyst,Transportation,Australia,2024,49.08,52.62,40.82,31847,26971,-15.31,10.1,50.5,95.8,2
363,Software Engineer,Healthcare,Japan,2020,27.93,31.73,18.85,110695,110435,-0.24,3.3,18.3,74.8,2
364,Data Analyst,Manufacturing,Australia,2022,64.02,62.33,25.87,82128,96497,17.50,18.8,67.4,24.2,4
365,Marketing Specialist,Technology,UK,2025,59.98,50.18,19.93,135296,124692,-7.84,-1.9,34.4,24.8,4
366,Mechanical Engineer,Education,Japan,2026,14.38,14.14,73.27,102808,96844,-5.80,7.4,95.6,83.9,1
367,Marketing Specialist,Healthcare,Brazil,2022,66.36,74.93,93.27,95310,99907,4.82,-7.4,76.9,73.8,4
368,Mechanical Engineer,Retail,Germany,2020,46.50,38.47,37.11,140492,155566,10.73,28.6,34.2,36.8,1
369,Accountant,Energy,Brazil,2023,72.67,77.51,78.74,84521,73207,-13.39,11.9,73.5,42.8,5
370,Data Analyst,Retail,Canada,2025,30.98,32.83,93.63,37681,35610,-5.50,13.6,50.0,2.2,4
371,Customer Support Rep,Retail,Japan,2021,46.07,46.12,5.62,88931,84546,-4.93,19.4,69.0,26.0,1
372,Accountant,Finance,Japan,2021,21.16,18.29,7.05,52278,56409,7.90,8.4,83.3,68.5,4
373,Data Analyst,Education,Australia,2025,7.73,7.08,30.98,59995,77688,29.49,17.5,42.1,35.4,1
374,Financial Analyst,Retail,Canada,2026,68.00,75.87,30.78,139655,137903,-1.25,8.3,41.9,50.6,2
375,Accountant,Education,Brazil,2021,75.88,87.30,10.26,77128,78479,1.75,34.9,27.5,85.9,1
376,Customer Support Rep,Healthcare,Germany,2026,72.39,82.17,85.88,119803,144441,20.57,-6.3,24.4,67.4,4
377,Software Engineer,Education,Brazil,2024,12.55,13.52,22.96,44106,48410,9.76,14.2,56.3,16.1,3
378,Truck Driver,Healthcare,India,2020,30.85,24.92,16.57,136903,127188,-7.10,-7.6,19.5,22.2,3
379,Teacher,Energy,Brazil,2023,46.35,48.34,24.54,36928,31841,-13.78,-0.7,29.8,96.0,4
380,Marketing Specialist,Finance,UK,2022,53.14,54.35,41.58,81473,96717,18.71,8.9,73.2,17.2,1
381,Truck Driver,Energy,Brazil,2022,60.01,57.89,87.05,105770,95046,-10.14,5.9,64.5,11.7,2
382,Financial Analyst,Healthcare,UK,2023,33.60,28.80,69.21,54750,59450,8.58,2.7,28.4,50.8,5
383,Software Engineer,Finance,Brazil,2021,29.35,23.69,79.28,38286,48319,26.21,-6.1,66.6,68.9,3
384,Accountant,Healthcare,Australia,2025,27.73,22.29,72.34,94279,97787,3.72,8.9,85.9,48.5,2
385,Mechanical Engineer,Retail,India,2022,33.35,37.24,45.13,52013,47852,-8.00,4.4,44.9,80.4,2
386,Financial Analyst,Retail,UK,2025,73.12,64.45,6.70,135282,146760,8.48,-17.5,97.1,6.7,3
387,Marketing Specialist,Finance,Brazil,2025,55.38,45.95,37.55,126458,102727,-18.77,11.2,29.8,35.1,2
388,Marketing Specialist,Healthcare,UK,2025,36.08,29.85,36.96,85709,93397,8.97,17.8,73.8,0.8,5
389,Marketing Specialist,Education,USA,2026,25.24,26.87,48.40,30638,32472,5.99,11.7,59.4,6.7,1
390,Data Analyst,Technology,Canada,2025,53.66,55.45,78.20,120210,121217,0.84,19.1,22.6,67.1,2
391,Marketing Specialist,Transportation,USA,2023,53.43,58.61,16.99,53397,54981,2.97,9.6,91.7,75.9,5
392,HR Manager,Retail,Japan,2021,51.80,54.99,88.91,99457,89188,-10.33,9.0,52.7,71.6,4
393,HR Manager,Energy,India,2025,28.97,25.52,31.38,58980,56795,-3.71,-9.1,91.7,50.7,1
394,Accountant,Energy,Singapore,2023,23.15,19.24,69.62,75936,79815,5.11,15.3,81.7,27.2,4
395,Customer Support Rep,Education,UK,2022,73.47,66.53,93.91,106365,93861,-11.76,-4.0,27.2,69.5,3
396,Mechanical Engineer,Transportation,UK,2026,25.31,26.27,26.46,109436,115480,5.52,11.3,78.5,18.8,3
397,Financial Analyst,Finance,Australia,2021,16.19,17.48,36.83,81882,84745,3.50,-10.7,13.5,66.7,4
398,Data Analyst,Retail,Japan,2021,22.61,26.21,88.81,69035,71348,3.35,8.2,32.4,57.7,2
399,Data Analyst,Technology,Canada,2023,5.00,4.19,99.89,69197,74433,7.57,11.1,87.2,99.8,5
400,Teacher,Manufacturing,UK,2026,26.90,21.96,41.12,45610,45430,-0.39,3.7,80.5,56.6,3
401,Marketing Specialist,Education,Germany,2026,31.89,33.86,23.20,31726,33699,6.22,18.3,78.6,3.9,2
402,Truck Driver,Energy,Japan,2022,83.60,87.60,56.34,104954,107570,2.49,15.5,62.3,99.1,4
403,Software Engineer,Finance,Singapore,2024,52.97,51.75,70.74,76708,80542,5.00,-9.0,93.5,92.9,4
404,Customer Support Rep,Manufacturing,Australia,2020,48.93,49.48,21.16,149476,158826,6.26,13.9,63.4,5.3,1
405,HR Manager,Energy,Japan,2022,41.83,44.76,67.75,74775,89450,19.63,5.0,72.7,64.9,5
406,Software Engineer,Finance,Singapore,2021,19.27,16.62,63.59,101916,107653,5.63,-3.8,51.0,66.8,3
407,Mechanical Engineer,Transportation,Australia,2020,68.62,59.55,1.91,123492,142685,15.54,13.5,85.4,80.3,4
408,Software Engineer,Manufacturing,Australia,2024,67.26,68.23,48.85,78226,80114,2.41,-6.5,34.9,92.1,3
409,Data Analyst,Transportation,Brazil,2023,40.82,42.34,35.49,36239,35971,-0.74,0.5,17.6,60.7,5
410,HR Manager,Finance,UK,2020,71.67,82.65,65.90,55348,58832,6.30,-3.0,35.8,80.3,4
411,Mechanical Engineer,Education,Brazil,2022,79.81,64.80,89.74,104716,104364,-0.34,9.6,86.3,6.2,2
412,Customer Support Rep,Transportation,Brazil,2020,48.47,40.07,97.53,128037,125401,-2.06,-2.5,16.4,21.1,1
413,Software Engineer,Healthcare,Australia,2026,16.06,15.86,26.86,42117,41038,-2.56,2.6,97.6,75.9,4
414,Financial Analyst,Energy,UK,2024,77.74,75.87,27.84,125795,110660,-12.03,-5.4,30.9,13.0,5
415,Accountant,Education,Australia,2021,27.95,26.33,67.40,37508,39740,5.95,-0.6,23.2,34.3,4
416,Marketing Specialist,Retail,Australia,2024,70.53,60.79,8.27,88145,93196,5.73,-12.9,82.3,13.7,5
417,Financial Analyst,Energy,Canada,2023,50.65,50.76,14.41,104880,103879,-0.95,-12.8,17.4,46.0,1
418,Mechanical Engineer,Education,India,2023,31.45,35.51,5.70,80233,94184,17.39,1.8,61.7,66.7,5
419,HR Manager,Technology,Japan,2022,64.39,73.72,31.39,94563,91926,-2.79,13.5,27.6,48.9,5
420,Marketing Specialist,Manufacturing,USA,2024,61.91,61.73,48.32,130588,143012,9.51,1.3,46.6,32.8,4
421,Accountant,Transportation,UK,2026,41.78,46.17,12.60,53570,63771,19.04,21.3,54.1,64.5,2
422,Software Engineer,Finance,Germany,2020,16.09,16.43,37.22,109400,111772,2.17,-6.0,26.7,27.9,4
423,Mechanical Engineer,Transportation,UK,2023,25.31,22.10,82.57,64285,57182,-11.05,7.2,43.7,79.8,2
424,Teacher,Energy,USA,2025,35.72,29.82,55.68,131415,124434,-5.31,9.8,70.6,22.1,2
425,Financial Analyst,Manufacturing,Brazil,2022,25.27,29.06,24.97,61590,64884,5.35,17.3,77.5,15.2,4
426,Financial Analyst,Transportation,Australia,2021,42.08,39.58,9.38,88336,80063,-9.37,-1.7,31.4,90.8,4
427,Financial Analyst,Education,Brazil,2022,42.76,42.19,76.06,48539,35203,-27.48,0.0,63.7,100.0,3
428,Marketing Specialist,Energy,Germany,2021,63.86,61.25,82.76,50485,51198,1.41,-16.3,65.4,91.1,3
429,Financial Analyst,Retail,Germany,2022,45.69,45.71,5.02,34189,27064,-20.84,22.3,85.5,16.1,3
430,Customer Support Rep,Energy,Australia,2023,26.75,26.20,23.75,35954,33905,-5.70,8.3,64.8,28.1,3
431,Financial Analyst,Retail,Canada,2020,22.14,21.08,80.14,77051,72926,-5.35,8.6,79.6,23.7,5
432,Financial Analyst,Transportation,Singapore,2026,57.42,58.93,92.91,76479,77229,0.98,18.0,79.8,23.4,3
433,Accountant,Retail,USA,2022,34.16,27.74,96.15,110144,108864,-1.16,7.2,65.0,67.9,1
434,Mechanical Engineer,Energy,Canada,2025,32.23,36.72,94.72,136183,124073,-8.89,14.6,35.4,96.3,4
435,Customer Support Rep,Manufacturing,Brazil,2022,25.72,27.94,70.62,104723,98398,-6.04,2.7,49.9,26.1,5
436,HR Manager,Healthcare,India,2024,34.04,38.59,93.55,52288,55637,6.40,3.1,15.6,9.2,5
437,Customer Support Rep,Manufacturing,USA,2025,36.40,37.78,15.05,146169,147415,0.85,-24.9,32.2,47.1,5
438,Customer Support Rep,Manufacturing,USA,2020,71.33,78.50,75.39,99347,89920,-9.49,22.5,46.2,88.5,4
439,Mechanical Engineer,Energy,India,2025,72.69,84.59,31.39,112927,103616,-8.25,-1.1,26.6,34.2,2
440,Software Engineer,Healthcare,Singapore,2025,30.10,34.08,11.99,118191,96673,-18.21,7.7,54.4,30.0,4
441,Truck Driver,Manufacturing,Canada,2022,66.73,64.96,16.44,43990,47999,9.11,6.1,41.0,73.3,3
442,Software Engineer,Finance,Germany,2024,46.11,54.07,82.10,97993,105171,7.32,7.9,46.0,32.7,1
443,Accountant,Transportation,UK,2020,10.76,12.16,80.10,42535,37727,-11.30,29.1,20.7,98.1,4
444,Truck Driver,Healthcare,Canada,2020,40.03,33.10,59.48,118664,119519,0.72,2.9,57.9,10.3,1
445,HR Manager,Finance,Australia,2022,22.08,22.68,29.64,142598,115393,-19.08,-3.6,14.5,5.3,4
446,Financial Analyst,Energy,UK,2026,58.44,57.46,22.65,103676,108715,4.86,-10.5,42.3,82.4,5
447,Truck Driver,Retail,Germany,2026,82.45,81.70,35.08,73507,69217,-5.84,15.4,28.8,8.5,1
448,Mechanical Engineer,Healthcare,Japan,2025,42.67,42.36,84.09,56549,63336,12.00,0.4,84.1,38.5,3
449,Accountant,Technology,Australia,2026,42.14,38.82,93.26,44237,45080,1.90,9.5,57.8,3.3,3
450,Marketing Specialist,Manufacturing,UK,2024,43.29,41.69,16.12,108769,109411,0.59,9.5,74.3,6.9,4
451,Teacher,Education,India,2023,39.24,33.22,61.28,142618,134253,-5.87,7.2,41.9,55.1,1
452,Accountant,Healthcare,Japan,2022,38.22,43.33,81.47,103420,89234,-13.72,-2.1,19.5,35.5,2
453,Software Engineer,Retail,Singapore,2021,28.92,30.96,65.82,38413,33795,-12.02,1.0,24.1,82.7,4
454,HR Manager,Education,Canada,2024,12.93,12.52,16.82,135520,114996,-15.14,8.2,55.2,73.2,5
455,Software Engineer,Retail,Australia,2025,67.07,59.57,88.62,142116,145318,2.25,11.9,66.7,40.3,2
456,Software Engineer,Finance,Japan,2022,52.67,53.33,67.74,81415,87726,7.75,10.5,23.2,83.3,2
457,Teacher,Retail,India,2025,47.82,54.41,43.13,75485,74082,-1.86,8.1,86.0,48.4,3
458,Mechanical Engineer,Manufacturing,Germany,2021,45.99,42.46,57.30,69025,68373,-0.94,9.2,75.6,34.6,4
459,Accountant,Energy,Australia,2023,56.98,63.94,94.68,78025,72510,-7.07,13.6,99.1,2.6,5
460,Truck Driver,Manufacturing,Germany,2025,67.25,71.54,68.80,44447,38699,-12.93,10.7,37.7,54.7,5
461,Data Analyst,Energy,Brazil,2025,29.20,25.23,17.09,80177,83296,3.89,7.5,17.6,39.3,3
462,Data Analyst,Finance,USA,2026,7.02,5.66,66.17,102294,97347,-4.84,-1.1,12.1,83.5,5
463,Financial Analyst,Manufacturing,Brazil,2021,78.23,66.82,23.15,134209,132338,-1.39,12.4,14.6,3.9,2
464,Mechanical Engineer,Energy,India,2025,50.18,48.03,2.87,99990,99098,-0.89,4.6,63.0,39.8,2
465,Marketing Specialist,Energy,India,2024,78.17,79.55,27.52,115133,120584,4.73,2.3,43.7,55.0,4
466,Software Engineer,Energy,UK,2024,5.00,4.85,83.24,126678,117714,-7.08,-2.1,83.6,93.0,4
467,Truck Driver,Technology,Brazil,2023,31.68,31.04,33.75,134483,95389,-29.07,1.3,40.1,39.5,3
468,Software Engineer,Transportation,Canada,2026,37.10,32.07,57.20,126652,118970,-6.07,9.6,23.4,26.8,1
469,Customer Support Rep,Finance,USA,2023,50.28,48.43,67.97,36802,36446,-0.97,0.8,72.7,19.3,3
